active_risk_flags,feasible,first_action_delta_from_reference,primary_risk_family,score_delta_vs_conservative_stabilize,score_delta_vs_zero_bonus_winner,step,template_name,violation_count,violation_field_distribution,violation_reason_distribution,would_beat_zero_bonus_winner
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09808333277661607,658,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10008333384949963,658,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10483333322365096,658,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10670833322365103,659,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt1,-0.00187499999999996,-0.10520833277661612,659,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09808333277661607,659,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10008333384949963,659,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10483333322365096,659,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10670833322365103,660,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt1,-0.00187499999999996,-0.10520833277661612,660,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09808333277661607,660,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10008333384949963,660,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10483333322365096,660,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0033750004470348705,-0.10670833322365103,661,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",dew_or_humidity,-0.00187499999999996,-0.10520833277661612,661,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.005250000000000088,-0.09808333277661607,661,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.0032499989271165264,-0.10008333384949963,661,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0015000004470347994,-0.10483333322365096,661,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0033750004470348705,-0.10670833322365103,662,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",dew_or_humidity,-0.00187499999999996,-0.10520833277661612,662,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.005250000000000088,-0.09808333277661607,662,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.0032499989271165264,-0.10008333384949963,662,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0015000004470347994,-0.10483333322365096,662,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0033750004470348705,-0.10670833322365103,663,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",dew_or_humidity,-0.00187499999999996,-0.10520833277661612,663,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.005250000000000088,-0.09808333277661607,663,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.0032499989271165264,-0.10008333384949963,663,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",dew_or_humidity,-0.0015000004470347994,-0.10483333322365096,663,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10408333349187193,664,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,664,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.08983333393890669,664,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09183333501179025,664,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,664,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10408333349187193,665,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,665,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.08983333393890669,665,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09183333501179025,665,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,665,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005625000000000102,-0.08537500040440771,666,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,666,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0400000035762787, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,-0.00012500044703489532,-0.0798750008514425,666,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.03000000715255735}",dew_or_humidity,-0.010750000521540848,-0.09050000092594845,666,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,666,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005625000000000102,-0.08537500040440771,667,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,667,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0400000035762787, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,-0.00012500044703489532,-0.0798750008514425,667,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.03000000715255735}",dew_or_humidity,-0.010750000521540848,-0.09050000092594845,667,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,667,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005625000000000102,-0.08537500040440771,668,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,668,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0400000035762787, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,-0.00012500044703489532,-0.0798750008514425,668,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.03000000715255735}",dew_or_humidity,-0.010750000521540848,-0.09050000092594845,668,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,668,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005625000000000102,-0.08537500040440771,669,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,669,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0400000035762787, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,-0.00012500044703489532,-0.0798750008514425,669,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.03000000715255735}",dew_or_humidity,-0.010750000521540848,-0.09050000092594845,669,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,669,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005625000000000102,-0.08537500040440771,670,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,670,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0400000035762787, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,-0.00012500044703489532,-0.0798750008514425,670,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.03000000715255735}",dew_or_humidity,-0.010750000521540848,-0.09050000092594845,670,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.003750000000000142,-0.08350000040440775,670,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10408333349187193,671,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,671,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.08983333393890669,671,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09183333501179025,671,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,671,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10408333349187193,672,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,672,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.08983333393890669,672,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09183333501179025,672,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10220833349187186,672,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10670833322365103,673,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10483333322365096,673,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.09245833367068579,673,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09445833474356935,673,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10483333322365096,673,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10670833322365103,674,conservative_stabilize_dry,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10483333322365096,674,conservative_stabilize_high_vpd,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dew_or_humidity,0.008624999552965251,-0.09245833367068579,674,conservative_stabilize_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": -0.04999998807907102}",dew_or_humidity,0.00662499848008169,-0.09445833474356935,674,conservative_stabilize_canopy_dew,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.00374999999999992,-0.10483333322365096,674,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""humidity_or_dew_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06000000000000005}",dew_or_humidity,-0.005624999999999991,-0.10670833322365103,675,conservative_stabilize_dry,0,{},{},False
